,Name,Rating,Popularity,Studio,Type,Genres,Era
374,ef: A Tale of Melodies.,8.14,114197.0,Shaft,TV,Drama/Mystery/Romance/Supernatural,New
375,Fairy Tail,8.14,710893.0,Satelight,TV,Action/Adventure/Comedy/Magic/Fantasy/Shounen,New
376,K-On!!,8.14,288123.0,Kyoto Animation,TV,Comedy/Music/School/Slice of Life,New
377,Kamisama Hajimemashita,8.14,233330.0,TMS Entertainment,TV,Comedy/Demons/Supernatural/Romance/Fantasy/Shoujo,New
378,Kimi ni Todoke 2nd Season,8.14,201985.0,Production I.G,TV,Slice of Life/Romance/School/Shoujo,New
379,Love Live! The School Idol Movie,8.14,52733.0,Sunrise,Movie,Music/School/Slice of Life,New
380,Major Movie: Yuujou no Winning Shot,8.14,11276.0,Xebec,Movie,Action/Sports/Shounen,New
381,Mirai Shounen Conan,8.14,19009.0,Nippon Animation,TV,Adventure/Drama/Sci-Fi,Old
382,Paprika,8.14,200586.0,Madhouse,Movie,Fantasy/Horror/Mystery/Psychological/Sci-Fi/Thriller,Classic
383,Touch,8.14,15167.0,Studio Gallop,TV,Drama/Romance/School/Shounen/Slice of Life/Sports,Old
384,Yowamushi Pedal,8.14,111024.0,TMS Entertainment,TV,Comedy/Sports/Drama/Shounen,New
386,Zetsuen no Tempest,8.14,309653.0,Bones,TV,Action/Mystery/Psychological/Drama/Magic/Fantasy/Shounen,New
389,Durarara!!x2 Shou,8.13,230578.0,Shuka,TV,Action/Mystery/Supernatural,New
393,Hanada Shounen-shi,8.13,7256.0,Madhouse,TV,Supernatural/Comedy/Slice of Life/Drama,Classic
395,Higurashi no Naku Koro ni,8.13,411100.0,Studio Deen,TV,Mystery/Dementia/Horror/Psychological/Supernatural/Thriller,Classic
396,Kanon (2006),8.13,178274.0,Kyoto Animation,TV,Slice of Life/Supernatural/Drama/Romance,Classic
397,Kono Subarashii Sekai ni Shukufuku wo!,8.13,440052.0,Studio Deen,TV,Adventure/Comedy/Supernatural/Fantasy,New
399,Phantom: Requiem for the Phantom,8.13,183469.0,Bee Train,TV,Action/Drama/Seinen/Thriller,New
401,Slayers Next,8.13,43790.0,E&G Films,TV,Adventure/Comedy/Demons/Magic/Fantasy,Classic
402,Toaru Kagaku no Railgun S,8.13,160462.0,J.C.Staff,TV,Action/Sci-Fi/Super Power,New
405,Ginga Nagareboshi Gin,8.12,12218.0,Toei Animation,TV,Action/Adventure/Drama/Shounen,Old
406,Junjou Romantica 3,8.12,50928.0,Studio Deen,TV,Comedy/Drama/Romance/Shounen Ai,New
408,Nurarihyon no Mago: Sennen Makyou,8.12,88280.0,Studio Deen,TV,Action/Demons/Shounen/Supernatural,New
410,School Rumble Ni Gakki,8.12,102121.0,Studio Comet,TV,Comedy/Romance/School/Shounen,Classic
411,Sekaiichi Hatsukoi: Valentine-hen,8.12,17262.0,Studio Deen,Movie,Romance/Comedy/Shounen Ai,New
412,Tamako Love Story,8.12,102038.0,Kyoto Animation,Movie,Comedy/Romance/Slice of Life,New
415,City Hunter 2,8.11,9688.0,Sunrise,TV,Action/Comedy/Mystery/Shounen,Old
416,Durarara!!x2 Ten,8.11,168671.0,Shuka,TV,Action/Mystery/Supernatural,New
417,Kara no Kyoukai: Mirai Fukuin,8.11,49378.0,ufotable,Movie,Drama/Mystery/Seinen/Supernatural,New
418,Log Horizon,8.11,480635.0,Satelight,TV,Action/Game/Adventure/Magic/Fantasy,New
420,Omae Umasou da na,8.11,7747.0,Ajia-Do,Movie,Action/Adventure/Fantasy/Kids,New
421,Stand By Me Doraemon,8.11,8033.0,Shirogumi,Movie,Comedy/Kids/Sci-Fi/Shounen,New
422,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.11,449106.0,Brain's Base,TV,Slice of Life/Comedy/Drama/Romance/School,New
424,Ghost in the Shell 2.0,8.1,59938.0,Production I.G,Movie,Action/Sci-Fi/Police/Psychological/Mecha/Seinen,New
426,Ginga Sengoku Gunyuuden Rai,8.1,6353.0,E&G Films,TV,Sci-Fi/Adventure/Space/Romance/Shounen,Old
427,Igano Kabamaru,8.1,5801.0,Group TAC,TV,Action/Adventure/Comedy/Romance/School/Shounen,Old
429,Ballroom e Youkoso,8.1,73532.0,Production I.G,TV,Comedy/Sports/Drama/Romance/School/Shounen,New
431,Hanamonogatari,8.09,161961.0,Shaft,TV,Mystery/Comedy/Supernatural,New
432,Hyouge Mono,8.09,13183.0,Bee Train,TV,Historical/Samurai/Seinen,New
433,Kami nomi zo Shiru Sekai II,8.09,221998.0,Manglobe,TV,Comedy/Harem/Romance/Shounen/Supernatural,New
434,Kimi to Boku. 2,8.09,50572.0,J.C.Staff,TV,Comedy/Drama/Romance/School/Shounen/Slice of Life,New
435,Sekaiichi Hatsukoi,8.09,110811.0,Studio Deen,TV,Comedy/Drama/Romance/Shounen Ai,New
436,Tekkon Kinkreet,8.09,53935.0,Studio 40C,Movie,Action/Adventure/Psychological/Supernatural,Classic
437,Tiger & Bunny,8.09,122032.0,Sunrise,TV,Action/Mystery/Comedy/Super Power,New
438,xxxHOLiC,8.09,169480.0,Production I.G,TV,Mystery/Comedy/Psychological/Supernatural/Drama,Classic
439,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,8.08,83855.0,Studio 40C,Movie,Action/Adventure/Demons/Drama/Fantasy/Horror/Military/Seinen/Supernatural,New
440,ef: A Tale of Memories.,8.08,168326.0,Shaft,TV,Mystery/Drama/Romance,New
441,Karigurashi no Arrietty,8.08,119027.0,Studio Ghibli,Movie,Fantasy,New
442,Mahou Shoujo Lyrical Nanoha A's,8.08,45144.0,Seven Arcs,TV,Action/Comedy/Drama/Magic/Super Power,Classic
443,Ookiku Furikabutte,8.08,55858.0,A-1 Pictures,TV,Comedy/Sports,New
444,Ore Monogatari!!,8.08,255064.0,Madhouse,TV,Comedy/Romance/Shoujo,New
445,Planetarian: Hoshi no Hito,8.08,15514.0,David Production,Movie,Magic,New
447,Ushio to Tora (TV) 2nd Season,8.08,57382.0,MAPPA,TV,Comedy/Demons/Supernatural/Shounen,New
448,Aoki Hagane no Arpeggio: Ars Nova Cadenza,8.07,16162.0,SANZIGEN,Movie,Action/Sci-Fi/Seinen,New
450,Drifters,8.07,195125.0,Hoods Drifters Studio,TV,Action/Adventure/Comedy/Historical/Samurai/Fantasy/Seinen,New
453,Kindaichi Shounen no Jikenbo (TV),8.07,10707.0,Toei Animation,TV,Mystery/Shounen,Classic
454,Kobato.,8.07,98774.0,Madhouse,TV,Comedy/Drama/Fantasy,New
455,Kuuchuu Buranko,8.07,48411.0,Toei Animation,TV,Comedy/Psychological/Drama/Seinen,New
461,Eyeshield 21,8.06,96526.0,Studio Gallop,TV,Action/Sports/Comedy/Shounen,Classic
463,Full Moon wo Sagashite,8.06,65731.0,Studio Deen,TV,Music/Comedy/Supernatural/Drama/Romance/Shoujo,Classic
464,Jigoku Shoujo Futakomori,8.06,92288.0,Studio Deen,TV,Mystery/Horror/Psychological/Supernatural,Classic
466,Macross: Do You Remember Love?,8.06,22661.0,Artland,Movie,Action/Space/Mecha/Romance/Military/Music/Sci-Fi,Old
468,Tanaka-kun wa Itsumo Kedaruge,8.06,142357.0,Silver Link.,TV,Slice of Life/Comedy/School,New
469,Tentai Senshi Sunred 2nd Season,8.06,5037.0,AIC A.S.T.A.,TV,Comedy/Parody/Seinen/Super Power,New
470,Trigun: Badlands Rumble,8.06,76893.0,Madhouse,Movie,Action/Comedy/Sci-Fi,New
471,Azumanga Daioh,8.05,188853.0,J.C.Staff,TV,Slice of Life/Comedy/School,Classic
472,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,8.05,17846.0,Artland,Movie,Action/Military/Sci-Fi/Space,Old
473,Grisaia no Rakuen,8.05,149762.0,8bit,TV,Drama/Harem/Psychological/Romance,New
474,Haibane Renmei,8.05,138144.0,Radix,TV,Slice of Life/Mystery/Psychological/Drama/Fantasy,Classic
477,Macross,8.05,51669.0,Artland,TV,Action/Mecha/Military/Music/Romance/Sci-Fi/Space,Old
478,Mawaru Penguindrum,8.05,176459.0,Brain's Base,TV,Mystery/Comedy/Psychological/Drama,New
479,Nekomonogatari: Kuro,8.05,217722.0,Shaft,TV,Comedy/Supernatural/Romance,New
480,Saiunkoku Monogatari,8.05,57249.0,Madhouse,TV,Adventure/Fantasy/Comedy/Romance/Historical/Drama,Classic
482,Soul Eater,8.05,694811.0,Bones,TV,Action/Adventure/Comedy/Supernatural/Fantasy/Shounen,New
483,Terra e... (TV),8.05,40549.0,Tokyo Kids,TV,Action/Drama/Military/Sci-Fi/Space,New
487,Full Metal Panic! The Second Raid,8.04,169721.0,Kyoto Animation,TV,Action/Military/Mecha,Classic
490,Ie Naki Ko Remi,8.04,8178.0,Nippon Animation,TV,Adventure/Slice of Life/Historical/Drama,Classic
491,Kaleido Star,8.04,47477.0,Gonzo,TV,Comedy/Drama/Fantasy/Shoujo,Classic
492,Lupin III vs. Detective Conan: The Movie,8.04,12462.0,TMS Entertainment,Movie,Action/Comedy/Mystery/Shounen,New
493,Macross F Movie 2: Sayonara no Tsubasa,8.04,19167.0,Satelight,Movie,Action/Mecha/Military/Music/Romance/Sci-Fi/Space,New
494,Overlord,8.04,342408.0,Madhouse,TV,Action/Game/Adventure/Supernatural/Magic/Fantasy,New
495,School Rumble,8.04,199092.0,Studio Comet,TV,Comedy/Romance/School/Shounen,Classic
496,Beelzebub,8.03,263768.0,Pierrot Plus,TV,Action/Comedy/Demons/Supernatural/School/Shounen,New
497,Colorful (Movie),8.03,78377.0,Sunrise,Movie,Slice of Life/Supernatural/Drama,New
498,Death Billiards,8.03,116828.0,Madhouse,Movie,Game/Mystery/Psychological/Drama/Thriller,New
499,Digimon Adventure tri. 3: Kokuhaku,8.03,31970.0,Toei Animation,Movie,Action/Adventure/Comedy/Drama,New
500,Flanders no Inu (Movie),8.03,10285.0,Nippon Animation,Movie,Drama/Historical,Classic
501,Hibike! Euphonium,8.03,176396.0,Kyoto Animation,TV,Music/Drama/School,New
504,xxxHOLiC Movie: Manatsu no Yoru no Yume,8.03,44523.0,Production I.G,Movie,Mystery/Comedy/Psychological/Supernatural/Drama,Classic
505,Yakitate!! Japan,8.03,57565.0,Sunrise,TV,Comedy/Shounen,Classic
507,Haikyuu!! Movie 1: Owari to Hajimari,8.02,18841.0,Production I.G,Movie,Comedy/Sports/Drama/School/Shounen,New
508,Hanasaku Iroha,8.02,177251.0,P.A. Works,TV,Slice of Life/Comedy/Drama,New
509,Jormungand: Perfect Order,8.02,95704.0,White Fox,TV,Action/Adventure/Seinen,New
510,Junjou Romantica,8.02,134621.0,Studio Deen,TV,Comedy/Drama/Romance/Shounen Ai,New
511,Kara no Kyoukai 4: Garan no Dou,8.02,116765.0,ufotable,Movie,Action/Mystery/Supernatural/Thriller,New
512,Kurenai no Buta,8.02,87513.0,Studio Ghibli,Movie,Action/Adventure/Comedy/Drama/Historical/Military/Romance,Old
513,Kuroshitsuji,8.02,502369.0,A-1 Pictures,TV,Action/Comedy/Demons/Fantasy/Historical/Shounen/Supernatural,New
514,Love Live! School Idol Project 2nd Season,8.02,118010.0,Sunrise,TV,Music/School/Slice of Life,New
515,Non Non Biyori,8.02,165637.0,Silver Link.,TV,Comedy/School/Seinen/Slice of Life,New
516,Prince of Tennis,8.02,99157.0,Trans Arts,TV,Action/Comedy/School/Shounen/Sports,Classic
518,Shirokuma Cafe,8.02,51565.0,Studio Pierrot,TV,Slice of Life/Comedy/Josei,New
519,Suzumiya Haruhi no Yuuutsu,8.02,492195.0,Kyoto Animation,TV,Comedy/Mystery/Parody/School/Sci-Fi/Slice of Life,Classic
520,Takarajima,8.02,6800.0,Madhouse,TV,Adventure/Mystery/Historical/Drama,Old
521,Tokyo Ghoul,8.02,826975.0,Studio Pierrot,TV,Action/Mystery/Horror/Psychological/Supernatural/Drama/Seinen,New
522,Akachan to Boku,8.01,9948.0,Studio Pierrot,TV,Comedy/Drama/Shoujo,Classic
523,Byousoku 5 Centimeter,8.01,399333.0,CoMix Wave Films,Movie,Drama/Romance/Slice of Life,New
524,Coquelicot-zaka kara,8.01,61608.0,Studio Ghibli,Movie,Historical/Romance/School/Shoujo,New
525,Detective Conan Movie 02: The Fourteenth Target,8.01,30524.0,TMS Entertainment,Movie,Adventure/Mystery/Comedy/Police/Shounen,Classic
527,Ergo Proxy,8.01,309307.0,Manglobe,TV,Sci-Fi/Mystery/Psychological,Classic
529,Mahou Shoujo Lyrical Nanoha: The Movie 1st,8.01,22086.0,Seven Arcs,Movie,Action/Comedy/Drama/Magic/Super Power,New
530,Mobile Suit Zeta Gundam,8.01,33284.0,Sunrise,TV,Military/Sci-Fi/Space/Drama/Mecha,Old
531,Sakigake!! Cromartie Koukou,8.01,77758.0,Production I.G,TV,Comedy/School/Shounen,Classic
533,Zoku Sayonara Zetsubou Sensei,8.01,81493.0,Shaft,TV,Comedy/Parody/School,New
534,City Hunter,8.0,23958.0,Sunrise,TV,Action/Comedy/Mystery/Shounen,Old
536,Eikoku Koi Monogatari Emma: Molders-hen,8.0,13593.0,Ajia-Do,TV,Slice of Life/Romance/Historical/Drama/Seinen,New
537,Hataraku Maou-sama!,8.0,534821.0,White Fox,TV,Comedy/Demons/Romance/Fantasy/Shounen,New
538,Macross F,8.0,103151.0,Satelight,TV,Action/Mecha/Military/Music/Romance/Sci-Fi/Space,New
541,Sayonara Zetsubou Sensei,8.0,196718.0,Shaft,TV,Comedy/Parody/School,New
542,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,8.0,54965.0,Madhouse,TV,Game/Psychological/Thriller/Seinen,Classic
543,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,8.0,4840.0,Studio Gokumi,Movie,Drama/Fantasy/Magic/Slice of Life,New
544,Bishoujo Senshi Sailor Moon: Sailor Stars,7.99,58279.0,Toei Animation,TV,Adventure/Comedy/Drama/Fantasy/Magic/Romance/Shoujo,Classic
546,Higashi no Eden,7.99,316571.0,Production I.G,TV,Action/Sci-Fi/Mystery/Comedy/Drama/Romance/Thriller,New
547,Little Witch Academia,7.99,160751.0,Trigger,Movie,Adventure/Comedy/Fantasy/Magic/School,New
548,Mobile Suit Gundam: Iron-Blooded Orphans,7.99,83507.0,Sunrise,TV,Action/Sci-Fi/Space/Drama/Mecha,New
549,Saint Seiya,7.99,84247.0,Toei Animation,TV,Adventure/Fantasy/Sci-Fi/Shounen,Old
550,Serial Experiments Lain,7.99,257029.0,Triangle Staff,TV,Dementia/Drama/Mystery/Psychological/Sci-Fi/Supernatural,Classic
551,Zan Sayonara Zetsubou Sensei,7.99,61914.0,Shaft,TV,Parody/Comedy/School,New
552,Ajin 2nd Season,7.98,105616.0,Polygon Pictures,TV,Action/Mystery/Horror/Supernatural/Seinen,New
554,Detective Conan Movie 01: The Timed Skyscraper,7.98,33601.0,TMS Entertainment,Movie,Adventure/Mystery/Comedy/Police/Shounen,Classic
556,Hakuouki Movie 2: Shikon Soukyuu,7.98,11650.0,Studio Deen,Movie,Action/Historical/Supernatural/Drama/Samurai/Josei,New
557,Hokuto no Ken,7.98,50449.0,Toei Animation,TV,Action/Sci-Fi/Drama/Martial Arts/Shounen,Old
559,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.98,129207.0,ufotable,Movie,Action/Mystery/Supernatural/Romance/Thriller,New
560,Kokoro Connect,7.98,349423.0,Silver Link.,TV,Slice of Life/Comedy/Supernatural/Drama/Romance/School,New
563,Plastic Memories,7.98,286378.0,Doga Kobo,TV,Sci-Fi/Drama/Romance,New
564,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.97,25310.0,TMS Entertainment,Movie,Adventure/Mystery/Comedy/Police/Shounen,Classic
566,Gochuumon wa Usagi desu ka??,7.97,51373.0,Kinema Citrus,TV,Slice of Life/Comedy,New
567,Hanasaku Iroha: Home Sweet Home,7.97,42544.0,P.A. Works,Movie,Slice of Life/Comedy/Drama,New
569,Initial D Third Stage,7.97,50988.0,Studio Deen,Movie,Action/Cars/Sports/Drama/Seinen,Classic
571,Mirai Nikki (TV),7.97,827827.0,Asread,TV,Action/Psychological/Supernatural/Thriller/Mystery/Shounen,New
572,Prison School,7.97,313011.0,J.C.Staff,TV,Comedy/Ecchi/Romance/School/Seinen,New
573,Seihou Bukyou Outlaw Star,7.97,87804.0,Sunrise,TV,Action/Sci-Fi/Adventure/Space/Comedy,Classic
574,Tanoshii Muumin Ikka,7.97,9012.0,Telescreen BV,TV,Adventure/Comedy/Fantasy/Kids/Slice of Life,Old
576,Tiger & Bunny Movie 2: The Rising,7.97,15712.0,Sunrise,Movie,Action/Mystery/Comedy/Super Power,New
577,Ushiro no Shoumen Daare,7.97,4847.0,Mushi Production,Movie,Historical/Drama,Old
578,Working'!!,7.97,139223.0,A-1 Pictures,TV,Slice of Life/Comedy/Romance,New
579,Break Blade 4: Sanka no Chi,7.96,44566.0,Production I.G,Movie,Action/Fantasy/Mecha/Military/Shounen,New
580,Hidamari Sketch x Honeycomb,7.96,13845.0,Shaft,TV,Slice of Life/Comedy/School,New
581,Kyou kara Maou! 3rd Series,7.96,21346.0,Studio Deen,TV,Adventure/Comedy/Demons/Romance/Fantasy/Shoujo,New
583,Lupin III (2015),7.96,23104.0,TMS Entertainment,TV,Action/Adventure/Comedy/Shounen,New
584,Mobile Suit Gundam Thunderbolt: December Sky,7.96,5934.0,Sunrise,Movie,Action/Military/Sci-Fi/Space/Drama/Mecha,New
585,Neko no Ongaeshi,7.96,107582.0,Studio Ghibli,Movie,Adventure/Drama/Fantasy,Classic
588,Uchouten Kazoku,7.96,90166.0,P.A. Works,TV,Slice of Life/Comedy/Drama/Fantasy,New
589,Baby Steps,7.95,73806.0,Studio Pierrot,TV,Romance/School/Shounen/Sports,New
590,Boruto: Naruto the Movie,7.95,127791.0,Studio Pierrot,Movie,Action/Comedy/Super Power/Martial Arts/Shounen,New
591,Detective Conan Movie 09: Strategy Above the Depths,7.95,23784.0,TMS Entertainment,Movie,Adventure/Mystery/Comedy/Police/Shounen,Classic
592,Dragon Ball Kai (2014),7.95,56763.0,Toei Animation,TV,Action/Adventure/Comedy/Fantasy/Martial Arts/Shounen/Super Power,New
593,Gundam Build Fighters,7.95,37278.0,Sunrise,TV,Action/Sci-Fi/Mecha,New
594,Gungrave,7.95,108730.0,Madhouse,TV,Action/Drama/Sci-Fi/Seinen/Super Power,Classic
595,Jungle wa Itsumo Hare nochi Guu,7.95,23777.0,Shin-Ei Animation,TV,Slice of Life/Comedy/School,Classic
596,Magic Kaito 1412,7.95,53476.0,A-1 Pictures,TV,Adventure/Comedy/Romance/Shounen,New
597,Musekinin Kanchou Tylor,7.95,23601.0,Tatsunoko Production,TV,Military/Sci-Fi/Space/Comedy/Parody,Old
599,Seikai no Senki II,7.95,15084.0,Sunrise,TV,Action/Military/Romance/Sci-Fi/Space,Classic
600,Tentai Senshi Sunred,7.95,13568.0,AIC A.S.T.A.,TV,Comedy/Parody/Super Power/Seinen,New
603,Baka to Test to Shoukanjuu Ni!,7.94,213377.0,Silver Link.,TV,Comedy/Super Power/Romance/School,New
604,City Hunter 3,7.94,7832.0,Sunrise,TV,Action/Comedy/Mystery/Shounen,Old
605,D.Gray-man Hallow,7.94,94475.0,TMS Entertainment,TV,Action/Super Power/Demons/Shounen,New
607,Detective Conan Movie 12: Full Score of Fear,7.94,22547.0,TMS Entertainment,Movie,Adventure/Police/Comedy/Mystery/Shounen,New
608,Fairy Tail Movie 2: Dragon Cry,7.94,39418.0,A-1 Pictures,Movie,Action/Adventure/Comedy/Magic/Fantasy/Shounen,New
610,Ghost Hunt,7.94,141395.0,J.C.Staff,TV,Comedy/Horror/Mystery/Shoujo/Supernatural,Classic
611,Haikyuu!! Movie 2: Shousha to Haisha,7.94,15619.0,Production I.G,Movie,Comedy/Sports/Drama/School/Shounen,New
613,Jormungand,7.94,162313.0,White Fox,TV,Action/Adventure/Seinen,New
614,Maria-sama ga Miteru 4th,7.94,12923.0,Studio Deen,TV,School/Shoujo/Shoujo Ai/Slice of Life,New
616,Shiki,7.94,293640.0,Daume,TV,Mystery/Horror/Supernatural/Thriller/Vampire,New
617,Tasogare Otome x Amnesia,7.94,203554.0,Silver Link.,TV,Horror/Mystery/Romance/School/Shounen/Supernatural,New
618,Break Blade 5: Shisen no Hate,7.93,42848.0,Production I.G,Movie,Action/Mecha/Military/Shounen,New
621,Gake no Ue no Ponyo,7.93,171976.0,Studio Ghibli,Movie,Adventure/Fantasy,New
624,Mobile Suit Gundam Wing: Endless Waltz Movie,7.93,38724.0,Sunrise,Movie,Action/Space/Mecha/Military/Drama/Sci-Fi,Classic
625,Toshokan Sensou: Kakumei no Tsubasa,7.93,12125.0,Production I.G,Movie,Action/Comedy/Military/Romance,New
626,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.93,6749.0,Xebec,Movie,Action/Military/Sci-Fi/Space/Drama,New
627,Vampire Hunter D (2000),7.93,78266.0,Madhouse,Movie,Action/Drama/Fantasy/Horror/Romance/Sci-Fi/Vampire,Classic
628,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.93,112248.0,Lerche,TV,Slice of Life/Psychological/Drama/School,New
630,Yuusha-Ou GaoGaiGar,7.93,11233.0,Sunrise,TV,Adventure/Mecha/Sci-Fi/Shounen,Classic
631,Akagami no Shirayuki-hime,7.92,213743.0,Bones,TV,Drama/Fantasy/Romance/Shoujo,New
632,Bleach,7.92,728756.0,Studio Pierrot,TV,Action/Comedy/Super Power/Supernatural/Shounen,Classic
633,Charlotte,7.92,431515.0,P.A. Works,TV,Drama/School/Super Power,New
635,Dragon Ball Kai,7.92,138672.0,Toei Animation,TV,Action/Adventure/Comedy/Fantasy/Martial Arts/Shounen/Super Power,New
636,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.92,318037.0,A-1 Pictures,TV,Action/Military/Adventure/Fantasy,New
637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.92,208172.0,A-1 Pictures,TV,Action/Military/Adventure/Fantasy,New
638,Hadashi no Gen,7.92,19623.0,Madhouse,Movie,Drama/Historical,Old
641,Kyousou Giga (TV),7.92,84024.0,Toei Animation,TV,Action/Supernatural/Fantasy,New
642,Last Exile,7.92,114501.0,Gonzo,TV,Action/Sci-Fi/Adventure,Classic
643,Nejimaki Seirei Senki: Tenkyou no Alderamin,7.91,129850.0,Madhouse,TV,Action/Military/Adventure/Fantasy,New
645,Seto no Hanayome,7.92,187417.0,Gonzo,TV,Comedy/Parody/Romance/School/Shounen,New
647,Shin Mazinger Shougeki! Z-hen,7.92,8745.0,Bee Media,TV,Action/Super Power/Mecha/Shounen,New
648,Slayers Try,7.92,35621.0,J.C.Staff,TV,Adventure/Comedy/Demons/Magic/Fantasy/Shounen,Classic
649,Tsurezure Children,7.93,135333.0,Studio Gokumi,TV,Comedy/Romance/School/Shounen,New
650,White Album 2,7.92,113869.0,Satelight,TV,Drama/Music/Romance/Slice of Life,New
652,91 Days,7.91,211020.0,Shuka,TV,Action/Historical/Drama,New
654,Break Blade 3: Kyoujin no Ato,7.91,45613.0,Production I.G,Movie,Action/Fantasy/Mecha/Military/Shounen,New
655,Chuunibyou demo Koi ga Shitai!,7.91,487483.0,Kyoto Animation,TV,Slice of Life/Comedy/Drama/Romance/School,New
657,Final Fantasy VII: Advent Children,7.91,151261.0,Square Enix,Movie,Action/Super Power/Fantasy,Classic
658,Ghost in the Shell 2: Innocence,7.91,99793.0,Production I.G,Movie,Military/Sci-Fi/Police/Psychological/Mecha,Classic
662,Kami nomi zo Shiru Sekai,7.91,330107.0,Manglobe,TV,Comedy/Harem/Romance/Shounen/Supernatural,New
663,Little Witch Academia: Mahoujikake no Parade,7.91,86255.0,Trigger,Movie,Adventure/Comedy/Magic/Fantasy/School,New
664,Lupin III: Part II,7.91,12848.0,Tokyo Movie Shinsha,TV,Action/Adventure/Comedy/Shounen,Old
665,Macross F Movie 1: Itsuwari no Utahime,7.91,22031.0,Satelight,Movie,Action/Mecha/Military/Music/Romance/Sci-Fi/Space,New
666,Madang-Eul Naon Amtalg,7.91,1778.0,Odolttogi,Movie,Kids/Adventure/Fantasy/Drama,New
667,New Initial D Movie: Legend 1 - Kakusei,7.91,10144.0,SANZIGEN,Movie,Action/Cars/Seinen/Sports,New
668,New Initial D Movie: Legend 2 - Tousou,7.91,6809.0,SANZIGEN,Movie,Cars/Seinen/Sports,New
670,Paradise Kiss,7.91,97048.0,Madhouse,TV,Slice of Life/Comedy/Drama/Romance/Josei,Classic
673,Saraiya Goyou,7.91,47303.0,Manglobe,TV,Historical/Samurai/Seinen,New
674,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.91,69595.0,Polygon Pictures,TV,Action/Sci-Fi/Space/Mecha/Seinen,New
675,Transformers the Movie,7.91,7658.0,Toei Animation,Movie,Action/Mecha,Old
676,Wolf's Rain,7.91,193035.0,Bones,TV,Action/Sci-Fi/Adventure/Mystery/Drama/Fantasy,Classic
677,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.9,94763.0,Studio 40C,Movie,Action/Military/Adventure/Demons/Supernatural/Fantasy/Seinen,New
678,Bishoujo Senshi Sailor Moon S,7.9,74291.0,Toei Animation,TV,Drama/Magic/Romance/Shoujo,Old
679,Capeta,7.9,11400.0,Studio Comet,TV,Cars/Shounen/Sports,Classic
680,City Hunter '91,7.9,7419.0,Sunrise,TV,Action/Comedy/Mystery/Shounen,Old
681,Golden Time,7.9,342145.0,J.C.Staff,TV,Comedy/Romance,New
684,InuYasha,7.9,330061.0,Sunrise,TV,Action/Adventure/Comedy/Demons/Fantasy/Magic/Romance/Shounen/Supernatural,Classic
685,Keroro Gunsou,7.9,36418.0,Sunrise,TV,Comedy/Mecha/Parody/Sci-Fi/Shounen,Classic
687,Lupin the IIIrd: Jigen Daisuke no Bohyou,7.9,8431.0,TMS Entertainment,Movie,Action/Adventure/Comedy/Drama/Seinen,New
688,Mobile Suit Gundam Seed,7.9,106275.0,Sunrise,TV,Action/Romance/Mecha/Military/Sci-Fi/Space/Drama,Classic
690,Psycho-Pass Movie,7.9,118080.0,Production I.G,Movie,Action/Military/Sci-Fi/Police,New
692,Yowamushi Pedal: New Generation,7.9,29856.0,TMS Entertainment,TV,Comedy/Sports/Drama/Shounen,New
694,Claymore,7.89,365872.0,Madhouse,TV,Action/Adventure/Super Power/Demons/Supernatural/Fantasy/Shounen,New
695,Free!: Eternal Summer,7.89,180101.0,Kyoto Animation,TV,Slice of Life/Comedy/Sports/School,New
696,Jinrui wa Suitai Shimashita,7.89,107176.0,AIC A.S.T.A.,TV,Comedy/Fantasy/Seinen,New
697,K: Missing Kings,7.89,121551.0,GoHands,Movie,Action/Super Power/Supernatural,New
699,Michiko to Hatchin,7.89,94590.0,Manglobe,TV,Action/Adventure,New
700,New Game!!,7.89,70498.0,Doga Kobo,TV,Slice of Life/Comedy,New
701,New Initial D Movie: Legend 3 - Mugen,7.89,5633.0,SANZIGEN,Movie,Cars/Seinen/Sports,New
703,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,7.89,7260.0,Magic Bus,TV,Comedy/Martial Arts/School/Shounen,Classic
704,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.89,3952.0,TYO Animations,Movie,Comedy/Drama/Slice of Life,New
705,Ao no Exorcist,7.88,743706.0,A-1 Pictures,TV,Action/Demons/Fantasy/Shounen/Supernatural,New
706,Chi's Sweet Home: Atarashii Ouchi,7.88,18296.0,Madhouse,TV,Comedy/Kids/Slice of Life,New
707,Digimon Adventure,7.88,210258.0,Toei Animation,TV,Action/Adventure/Comedy/Fantasy/Kids,Classic
