,Name,Rating,Popularity,Studio,Type,Genres,Era
1370,Amaama to Inazuma,7.57,127932.0,TMS Entertainment,TV,Slice of Life/Comedy/Seinen,New
1371,Bleach Movie 1: Memories of Nobody,7.57,165410.0,Studio Pierrot,Movie,Action/Adventure/Super Power,Classic
1372,Candy Candy,7.57,13503.0,Toei Animation,TV,Slice of Life/Drama/Shoujo,Old
1374,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,7.57,23799.0,Production I.G,Movie,Mecha/Police/Psychological/Sci-Fi,New
1375,Love Live! Sunshine!!,7.57,67020.0,Sunrise,TV,Music/Slice of Life/School,New
1376,Mai-HiME,7.57,81810.0,Sunrise,TV,Action/Comedy/Drama/Fantasy/Magic/Mecha/Romance/School/Shoujo Ai,Classic
1379,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,7.57,6835.0,Production I.G,Movie,Action/Comedy/School/Shounen/Sports,New
1380,Psycho-Pass 2,7.57,281448.0,Tatsunoko Production,TV,Action/Sci-Fi/Police/Psychological,New
1381,Rokka no Yuusha,7.57,276537.0,Passione,TV,Action/Adventure/Fantasy/Magic/Mystery,New
1382,Shinreigari: Ghost Hound,7.57,87774.0,Production I.G,TV,Mystery/Psychological/Sci-Fi/Supernatural,New
1383,Shinryaku! Ika Musume,7.57,108586.0,Diomedea,TV,Comedy/Shounen/Slice of Life,New
1384,Shugo Chara!,7.57,133501.0,Satelight,TV,Comedy/Magic/School/Shoujo,New
1385,Tenshi na Konamaiki,7.57,16734.0,TMS Entertainment,TV,Comedy/Magic/Romance/Shounen,Classic
1386,The Big O,7.57,52197.0,Sunrise,TV,Action/Sci-Fi/Mystery/Psychological/Mecha,Classic
1388,WWW.Working!!,7.57,69349.0,A-1 Pictures,TV,Slice of Life/Comedy,New
1390,Zero no Tsukaima,7.57,410416.0,J.C.Staff,TV,Action/Adventure/Harem/Comedy/Magic/Romance/Ecchi/Fantasy/School,Classic
1392,Bobobo-bo Bo-bobo,7.56,45562.0,Toei Animation,TV,Sci-Fi/Adventure/Comedy/Shounen,Classic
1395,City Hunter: Ai to Shukumei no Magnum,7.56,3795.0,Sunrise,Movie,Action/Comedy/Mystery/Shounen,Old
1398,Grimm Masterpiece Theater,7.56,2278.0,Nippon Animation,TV,Adventure/Comedy/Kids/Magic/Fantasy,Old
1399,Hakkenden: Touhou Hakken Ibun,7.56,69021.0,Studio Deen,TV,Action/Supernatural/Fantasy/Shoujo,New
1401,Jibaku-kun,7.56,6929.0,Trans Arts,TV,Adventure/Fantasy/Comedy,Classic
1403,Kiniro Mosaic: Pretty Days,7.56,8967.0,Studio Gokumi,Movie,Slice of Life/Comedy/School,New
1405,Mikakunin de Shinkoukei,7.56,164720.0,Doga Kobo,TV,Slice of Life/Comedy/Romance/School,New
1407,Motto To LOVE-Ru,7.56,159236.0,Xebec,TV,Sci-Fi/Harem/Comedy/Ecchi/School/Shounen,New
1410,Pretty Rhythm: Aurora Dream,7.56,10799.0,Tatsunoko Production,TV,Slice of Life/Sports/Music/Shoujo,New
1411,Saiyuuki Reload Blast,7.55,20046.0,Platinum Vision,TV,Action/Adventure/Comedy/Supernatural/Drama/Josei,New
1412,Saki,7.56,60919.0,Gonzo,TV,Game/School/Slice of Life,New
1413,Sekirei: Pure Engagement,7.56,132106.0,Seven Arcs,TV,Action/Harem/Comedy/Super Power/Ecchi,New
1414,Shugo Chara!! Doki,7.56,65964.0,Satelight,TV,Comedy/Magic/School/Shoujo,New
1415,Tamayura: More Aggressive,7.56,12047.0,TYO Animations,TV,Comedy/Drama/Slice of Life,New
1417,Yuusha Keisatsu J-Decker,7.56,1387.0,Sunrise,TV,Action/Adventure/Police/Mecha/Sci-Fi,Old
1418,Aoki Hagane no Arpeggio: Ars Nova DC,7.55,14904.0,SANZIGEN,Movie,Action/Sci-Fi/Seinen,New
1419,Brave Story,7.55,27562.0,Gonzo,Movie,Action/Adventure/Fantasy/Kids/Magic/Supernatural,Classic
1422,Doraemon Movie 26: Nobita no Kyouryuu 2006,7.55,2821.0,Shin-Ei Animation,Movie,Adventure/Comedy/Kids,Classic
1423,Fate/stay night Movie: Unlimited Blade Works,7.55,125271.0,Studio Deen,Movie,Action/Fantasy/Magic/Supernatural,New
1424,Hakuouki,7.55,103080.0,Studio Deen,TV,Action/Historical/Supernatural/Drama/Samurai/Josei,New
1426,Hime-chan no Ribbon,7.55,4137.0,Studio Gallop,TV,Comedy/Fantasy/Magic/Romance/School/Shoujo,Old
1427,Hokuto no Ken Zero: Kenshirou Den,7.55,5094.0,TMS Entertainment,Movie,Martial Arts,New
1431,Level E,7.55,60987.0,Studio Pierrot,TV,Sci-Fi/Comedy/Shounen,New
1432,Mardock Scramble: The Third Exhaust,7.55,23560.0,GoHands,Movie,Action/Psychological/Sci-Fi,New
1434,Paniponi Dash!,7.55,41568.0,Shaft,TV,Comedy/Parody/School,Classic
1435,Rakuen Tsuihou: Expelled from Paradise,7.55,55353.0,Graphinica,Movie,Action/Sci-Fi/Mecha,New
1436,Rozen Maiden,7.55,139877.0,Nomad,TV,Action/Comedy/Drama/Magic/Seinen,Classic
1437,Shin Chou Kyou Ryo: Condor Hero III,7.55,1601.0,Nippon Animation,TV,Action/Adventure/Drama/Historical/Romance,New
1438,Simoun,7.55,27384.0,Studio Deen,TV,Military/Drama/Magic/Romance/Shoujo Ai,Classic
1439,Tanoshii Muumin Ikka Bouken Nikki,7.55,3095.0,add some,TV,Kids/Slice of Life/Adventure/Fantasy,Old
1443,Uchuu no Kishi Tekkaman Blade,7.55,9458.0,Tatsunoko Production,TV,Action/Adventure/Space/Mecha/Romance/Military/Drama/Sci-Fi/Shounen,Old
1445,Zipang,7.55,10402.0,Studio Deen,TV,Action/Military/Sci-Fi/Historical/Drama/Seinen,Classic
1446,Amagami SS,7.54,184009.0,AIC,TV,Slice of Life/Comedy/Romance/School,New
1447,Chobits,7.54,294997.0,Madhouse,TV,Sci-Fi/Comedy/Drama/Romance/Ecchi/Seinen,Classic
1449,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.54,2354.0,Shin-Ei Animation,Movie,Adventure/Comedy/Fantasy/Historical/Kids/Shounen,Classic
1450,Doraemon Movie 28: Nobita to Midori no Kyojin Den,7.54,2019.0,Shin-Ei Animation,Movie,Adventure/Comedy/Fantasy/Kids/Shounen,New
1451,Fate/stay night,7.54,442739.0,Studio Deen,TV,Action/Supernatural/Magic/Romance/Fantasy,Classic
1452,Genshiken Nidaime,7.54,33164.0,Production I.G,TV,Slice of Life/Comedy/Parody,New
1453,Gokinjo Monogatari,7.54,8201.0,Toei Animation,TV,Slice of Life/Comedy/Drama/Romance,Classic
1455,Hi no Ame ga Furu,7.54,634.0,Mushi Production,Movie,Drama/Historical,Old
1457,Hottarake no Shima: Haruka to Mahou no Kagami,7.54,6994.0,Production I.G,Movie,Fantasy,New
1459,Joshiraku,7.54,59324.0,J.C.Staff,TV,Comedy/Slice of Life,New
1460,Kemonozume,7.54,38801.0,Madhouse,TV,Action/Horror/Demons/Supernatural/Romance,Classic
1461,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,7.54,2305.0,Sunrise,Movie,Comedy,New
1463,Nanatsu no Umi no Tico,7.54,2500.0,Nippon Animation,TV,Slice of Life/Adventure,Old
1465,Ojamajo Doremi Dokkaan!,7.54,7073.0,Toei Animation,TV,Comedy/Magic/Shoujo,Classic
1466,Orange: Mirai,7.54,42439.0,Telecom Animation Film,Movie,Sci-Fi/Drama/Romance/School/Shoujo,New
1467,Overlord Movie 1: Fushisha no Ou,7.53,24312.0,Madhouse,Movie,Action/Game/Supernatural/Magic/Fantasy,New
1468,Saiyuuki Reload Gunlock,7.54,14261.0,Studio Pierrot,TV,Action/Adventure/Comedy/Fantasy/Shoujo,Classic
1471,Sugar Sugar Rune,7.54,18865.0,Studio Pierrot,TV,Fantasy/Magic/Shoujo,Classic
1472,Super GALS! Kotobuki Ran,7.54,11419.0,Studio Pierrot,TV,Comedy/Slice of Life/Shoujo,Classic
1473,Tetsuwan Birdy Decode,7.54,56774.0,A-1 Pictures,TV,Action/Sci-Fi/Comedy,New
1476,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",7.51,25055.0,Shaft,Movie,Drama,New
1477,Blood Lad,7.53,296606.0,Brain's Base,TV,Action/Comedy/Demons/Seinen/Supernatural/Vampire,New
1478,Chou Denji Machine Voltes V,7.53,3580.0,Sunrise,TV,Action/Adventure/Mecha/Drama/Sci-Fi/Shounen,Old
1479,Chouyaku Hyakuninisshu: Uta Koi.,7.53,17562.0,TYO Animations,TV,Historical/Josei/Romance,New
1480,Chrome Shelled Regios,7.53,118566.0,Zexcs,TV,Action/Adventure/Fantasy/School/Sci-Fi,New
1482,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.53,55375.0,Sunrise,Movie,Action/Mecha/Military,New
1484,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.53,154606.0,Seven,TV,Slice of Life/Comedy/Seinen,New
1485,Dareka no Manazashi,7.53,36069.0,CoMix Wave Films,Movie,Drama/Slice of Life,New
1486,Date A Live Movie: Mayuri Judgment,7.53,65829.0,Production IMS,Movie,Harem/Romance/Sci-Fi,New
1488,Gunslinger Girl,7.53,118736.0,Madhouse,TV,Action/Psychological/Military/Drama/Sci-Fi,Classic
1489,Hokuto no Ken: Raoh Gaiden Junai-hen,7.53,5693.0,TMS Entertainment,Movie,Action/Adventure/Martial Arts,Classic
1490,Kindaichi Shounen no Jikenbo Returns,7.53,9510.0,Toei Animation,TV,Mystery/Shounen,New
1492,Magic Knight Rayearth,7.53,37647.0,Tokyo Movie Shinsha,TV,Adventure/Comedy/Drama/Fantasy/Magic/Mecha/Romance/Shoujo,Old
1493,Mobile Suit Gundam II: Soldiers of Sorrow,7.53,13182.0,Sunrise,Movie,Action/Military/Sci-Fi/Space/Drama/Mecha,Old
1495,Mobile Suit Gundam Unicorn RE:0096,7.54,13283.0,Sunrise,TV,Action/Drama/Mecha/Military/Sci-Fi/Space,New
1496,Naruto: Shippuuden Movie 4 - The Lost Tower,7.53,99600.0,Studio Pierrot,Movie,Action/Comedy/Martial Arts/Shounen/Super Power,New
1499,Puchi Puri Yuushi,7.53,8856.0,Gainax,TV,Comedy/Magic/Fantasy/Shoujo,Classic
1500,Saiyuuki Reload,7.53,20428.0,Studio Pierrot,TV,Action/Adventure/Comedy/Drama/Fantasy/Shoujo,Classic
1501,Sengoku Basara,7.53,104988.0,Production I.G,TV,Action/Historical/Martial Arts/Samurai/Super Power,New
1502,Sunabouzu,7.53,75488.0,Gonzo,TV,Action/Adventure/Comedy/Ecchi/Sci-Fi/Shounen,Classic
1503,Super Lovers,7.53,51848.0,Studio Deen,TV,Slice of Life/Comedy/Drama/Romance/Shounen Ai,New
1505,Tenchi Muyou!,7.53,43103.0,AIC,TV,Space/Comedy/Harem/Romance/Sci-Fi/Shounen,Classic
1506,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.53,8793.0,Gainax,Movie,Comedy/Mecha/Shounen,Classic
1507,Wangan Midnight,7.53,12397.0,A.C.G.T.,TV,Action/Cars/Seinen/Sports,New
1508,X,7.53,54927.0,Madhouse,TV,Action/Super Power/Drama/Magic/Romance/Fantasy/Shoujo,Classic
1509,AKB0048,7.52,41756.0,Satelight,TV,Music/Sci-Fi,New
1510,Aoki Hagane no Arpeggio: Ars Nova,7.52,97080.0,SANZIGEN,TV,Action/Sci-Fi/Seinen,New
1511,Captain Herlock,7.52,31223.0,Toei Animation,Movie,Action/Sci-Fi/Space/Drama,New
1513,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.52,970.0,Shin-Ei Animation,Movie,Sci-Fi/Comedy/Kids/Shounen,New
1517,God Eater,7.52,242636.0,ufotable,TV,Action/Military/Sci-Fi/Fantasy,New
1518,Grimm Masterpiece Theater II,7.52,1340.0,Nippon Animation,TV,Adventure/Comedy/Fantasy/Kids/Magic,Old
1521,Kaikan Phrase,7.52,8826.0,Studio Hibari,TV,Drama/Music/Romance/Shoujo,Classic
1522,Kamikaze Kaitou Jeanne,7.52,34137.0,Toei Animation,TV,Adventure/Comedy/Demons/Drama/Fantasy/Magic/Mystery/Romance/Shoujo,Classic
1527,Oban Star-Racers,7.52,28108.0,Hal Film Maker,TV,Adventure/Mecha/Sci-Fi/Shounen,Classic
1530,RahXephon,7.52,73365.0,Bones,TV,Action/Drama/Mecha/Music/Mystery/Psychological/Romance/Sci-Fi,Classic
1531,Shashinkan,7.52,2663.0,Studio Colorido,Movie,Drama/Historical/Slice of Life,New
1532,Shigurui,7.52,59339.0,Madhouse,TV,Action/Historical/Drama/Martial Arts/Samurai/Seinen,New
1533,Tales of Zestiria the X,7.52,155256.0,ufotable,TV,Action/Adventure/Fantasy,New
1534,Tiger & Bunny Movie 1: The Beginning,7.52,15274.0,Sunrise,Movie,Action/Super Power/Comedy/Mystery,New
1536,Vandread: The Second Stage,7.52,38921.0,Gonzo,TV,Action/Ecchi/Mecha/Sci-Fi/Shounen/Space,Classic
1537,Aoki Densetsu Shoot!,7.51,7903.0,Toei Animation,TV,Action/Comedy/Drama/Romance/School/Shounen/Sports,Old
1539,Boku wa Tomodachi ga Sukunai,7.51,389304.0,AIC Build,TV,Harem/Slice of Life/Comedy/Romance/Ecchi/School,New
1540,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,7.51,57927.0,Toei Animation,Movie,Adventure/Comedy/Fantasy/Sci-Fi/Shounen,Classic
1541,Gamers!,7.5,130715.0,Pine Jam,TV,Comedy/Romance/School,New
1542,Hitorijime My Hero,7.67,27914.0,Encourage Films,TV,Slice of Life/School/Shounen Ai,New
1543,Honobono Log,7.51,19651.0,Fanworks,TV,Slice of Life/Romance,New
1545,Kuroshitsuji II,7.51,271923.0,A-1 Pictures,TV,Action/Comedy/Demons/Supernatural/Fantasy/Shounen,New
1546,Nijiiro Days,7.51,81679.0,Production Reed,TV,Comedy/Romance/School/Shoujo/Slice of Life,New
1548,Overlord Movie 2: Shikkoku no Eiyuu,7.5,16619.0,Madhouse,Movie,Action/Game/Supernatural/Magic/Fantasy,New
1550,Sankarea,7.51,269990.0,Studio Deen,TV,Comedy/Horror/Supernatural/Romance/Ecchi/Shounen,New
1552,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.51,259236.0,J.C.Staff,TV,Comedy/Ecchi/School,New
1553,Slayers Evolution-R,7.51,22123.0,J.C.Staff,TV,Adventure/Comedy/Fantasy,New
1554,Taiyou no Kiba Dagram,7.51,2159.0,Sunrise,TV,Mecha/Military/Drama/Sci-Fi/Shounen,Old
1556,Tenchi Muyou! in Love,7.51,15348.0,AIC,Movie,Action/Space/Comedy/Romance/School/Sci-Fi/Shounen,Classic
1557,Towa no Quon 1: Utakata no Kaben,7.51,39338.0,Bones,Movie,Action/Super Power/Supernatural,New
1558,Towa no Quon 2: Konton no Ranbu,7.51,22976.0,Bones,Movie,Action/Mystery/Super Power/Supernatural,New
1559,True Tears,7.51,132397.0,P.A. Works,TV,Drama/Romance/School,New
1560,Whistle!,7.51,8882.0,Studio Comet,TV,School/Shounen/Sports,Classic
1561,Yomigaeru Sora: Rescue Wings,7.51,7960.0,J.C.Staff,TV,Drama/Military/Seinen,Classic
1563,Black Cat,7.5,168157.0,Gonzo,TV,Adventure/Comedy/Sci-Fi/Shounen/Super Power,Classic
1565,Garo: Honoo no Kokuin,7.5,78202.0,MAPPA,TV,Action/Demons/Supernatural/Magic/Fantasy,New
1566,Kamisama no Inai Nichiyoubi,7.5,139797.0,Madhouse,TV,Fantasy/Mystery,New
1567,Karakuri Zoushi Ayatsuri Sakon,7.5,6954.0,TMS Entertainment,TV,Mystery/Horror/Thriller,Classic
1568,Mahou Shoujo Lyrical Nanoha,7.5,68634.0,Seven Arcs,TV,Action/Comedy/Drama/Magic/Super Power,Classic
1569,Mayo Chiki!,7.5,232874.0,feel.,TV,Harem/Comedy/Romance/Ecchi/School,New
1571,Neon Genesis Evangelion: Death & Rebirth,7.5,112813.0,Gainax,Movie,Drama/Mecha/Psychological/Sci-Fi,Classic
1573,Nisekoi:,7.5,235590.0,Shaft,TV,Comedy/Harem/Romance/School/Shounen,New
1574,Nitaboh,7.5,5133.0,add some,Movie,Historical/Music,Classic
1575,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.5,215523.0,Diomedea,TV,Comedy/Romance/School,New
1576,Oruchuban Ebichu,7.5,25013.0,Gainax,TV,Comedy/Ecchi/Seinen,Classic
1577,Outbreak Company,7.5,162412.0,feel.,TV,Comedy/Fantasy/Harem/Parody,New
1578,Raiyantsuuri no Uta,7.5,650.0,add some,Movie,Drama/Historical,Old
1579,Scrapped Princess,7.5,63108.0,Bones,TV,Adventure/Comedy/Drama/Fantasy/Mecha/Sci-Fi/Shounen,Classic
1580,Shin Chou Kyou Ryo: Condor Hero,7.5,5525.0,Nippon Animation,TV,Adventure/Drama/Historical/Romance,Classic
1582,Taiho Shichau zo: Second Season,7.5,5857.0,Studio Deen,TV,Action/Comedy/Police/Shounen,Classic
1584,UN-GO,7.5,95383.0,Bones,TV,Mystery/Supernatural,New
1585,Winter Sonata,7.5,15510.0,Studio Comet,TV,Drama/Romance,New
1586,Yama no Susume: Second Season,7.5,13384.0,8bit,TV,Adventure/Slice of Life/Comedy,New
1587,Yokoyama Mitsuteru Sangokushi,7.5,3282.0,add some,TV,Adventure/Historical,Old
1589,Aggressive Retsuko,7.49,9491.0,Fanworks,TV,Comedy/Music,New
1590,Aikatsu!,7.49,20183.0,Sunrise,TV,Music/School/Shoujo/Slice of Life,New
1592,Bokura ga Ita,7.49,141274.0,Artland,TV,Slice of Life/Drama/Romance/Shoujo,Classic
1593,Cheburashka,7.49,644.0,add some,Movie,Comedy,New
1594,Cinderella Monogatari,7.49,4075.0,Tatsunoko Production,TV,Kids/Adventure/Fantasy/Romance,Classic
1595,City Hunter: Bay City Wars,7.49,3363.0,Sunrise,Movie,Action/Comedy/Mystery/Shounen,Old
1596,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.49,93197.0,Seven,TV,Comedy/Seinen/Slice of Life,New
1597,Date A Live,7.49,372952.0,AIC Plus+,TV,Comedy/Harem/Mecha/Romance/School/Sci-Fi,New
1598,Doraemon: Obaachan no Omoide,7.49,980.0,add some,Movie,Comedy/Fantasy/Kids/Sci-Fi/Shounen,Classic
1601,Future GPX Cyber Formula,7.49,3127.0,Sunrise,TV,Adventure/Sci-Fi/Shounen/Sports,Old
1602,Ghost in the Shell: Arise - Border:3 Ghost Tears,7.49,26312.0,Production I.G,Movie,Mecha/Police/Psychological/Sci-Fi,New
1603,Glass no Kamen,7.49,4812.0,Eiken,TV,Drama/Romance/Shoujo,Old
1604,Gundam Build Fighters Try,7.49,21387.0,Sunrise,TV,Action/Sci-Fi/Mecha,New
1605,Hidamari Sketch,7.49,47710.0,Shaft,TV,Slice of Life/Comedy/School,New
1608,Kamichu!,7.49,36867.0,Brain's Base,TV,Comedy/Drama/Slice of Life/Supernatural,Classic
1609,Kaze no Shoujo Emily,7.49,3367.0,TMS Entertainment,TV,Historical/Drama/Shoujo,New
1610,Kure-nai,7.49,64683.0,Brain's Base,TV,Comedy/Drama/Martial Arts,New
1612,Moonlight Mile 2nd Season: Touch Down,7.49,3111.0,Studio Hibari,TV,Adventure/Drama/Sci-Fi/Space,New
1613,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.49,95446.0,Studio Pierrot,Movie,Action/Comedy/Martial Arts/Shounen/Super Power,New
1615,Persona 4 the Animation: The Factor of Hope,7.49,11996.0,AIC A.S.T.A.,Movie,Adventure/Mystery/Super Power/Supernatural/School,New
1616,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,7.49,528.0,add some,TV,Action/Fantasy/Martial Arts/Historical,New
1618,Selector Spread WIXOSS,7.49,49693.0,J.C.Staff,TV,Game/Psychological,New
1619,Senki Zesshou Symphogear G,7.49,30483.0,Satelight,TV,Action/Sci-Fi/Music,New
1620,Senki Zesshou Symphogear GX,7.49,21629.0,Satelight,TV,Action/Sci-Fi/Music,New
1622,Yowamushi Pedal: Re:ROAD,7.49,4331.0,TMS Entertainment,Movie,Drama/Shounen/Sports,New
1624,Bartender,7.48,49970.0,Palm Studio,TV,Drama/Seinen/Slice of Life,Classic
1625,Busou Renkin,7.48,116561.0,Xebec,TV,Action/Fantasy/Supernatural/Comedy/School/Shounen,Classic
1627,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.48,1771.0,add some,Movie,Historical/Kids/Drama/Romance/Samurai,Classic
1628,Cross Ange: Tenshi to Ryuu no Rondo,7.48,94475.0,Sunrise,TV,Action/Sci-Fi/Mecha,New
1629,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.48,367077.0,Lerche,TV,Mystery/Horror/Psychological,New
1630,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.48,1606.0,add some,Movie,Adventure/Comedy/Kids/Sci-Fi,Classic
1632,Flanders no Inu,7.48,2876.0,Nippon Animation,TV,Drama/Historical/Slice of Life,Old
1633,Fuse: Teppou Musume no Torimonochou,7.48,16189.0,TMS Entertainment,Movie,Action/Drama/Historical/Supernatural,New
1636,Gokusen,7.48,24449.0,Madhouse,TV,Slice of Life/Comedy/Drama/School/Josei,Classic
1637,Hadashi no Gen 2,7.48,5653.0,Madhouse,Movie,Drama/Historical/Shounen,Old
1640,Kamichama Karin,7.48,33492.0,Satelight,TV,Comedy/Fantasy/Magic/Romance/School/Shoujo,New
1643,Mardock Scramble: The Second Combustion,7.48,27192.0,GoHands,Movie,Action/Psychological/Sci-Fi,New
1646,Marmalade Boy Movie,7.48,6171.0,add some,Movie,Romance/Shoujo,Classic
1648,Papa no Iukoto wo Kikinasai!,7.48,111554.0,feel.,TV,Comedy/Romance/Slice of Life,New
1651,Saki Zenkoku-hen,7.48,21242.0,Studio Gokumi,TV,Game/School/Slice of Life,New
1652,Seitokai no Ichizon,7.48,122197.0,Studio Deen,TV,Parody/Comedy/Harem/School,New
1653,Shin Chou Kyou Ryo: Condor Hero II,7.48,2404.0,Nippon Animation,TV,Adventure/Drama/Historical/Romance,Classic
1654,Soredemo Machi wa Mawatteiru,7.48,35525.0,Shaft,TV,Comedy/Slice of Life,New
1657,Time Travel Tondekeman!,7.48,1128.0,Tatsunoko Production,TV,Action/Kids/Adventure/Comedy,Old
1660,Uchuu Show e Youkoso,7.48,13119.0,A-1 Pictures,Movie,Adventure/Space/Fantasy,New
1662,Vampire Knight Guilty,7.48,219670.0,Studio Deen,TV,Drama/Mystery/Romance/Shoujo/Supernatural/Vampire,New
1663,Yowamushi Pedal: Re:RIDE,7.48,6123.0,TMS Entertainment,Movie,Sports/Drama/Shounen,New
1664,Yuuki Yuuna wa Yuusha de Aru,7.48,73751.0,Studio Gokumi,TV,Slice of Life/Drama/Magic/Fantasy,New
1665,Ai no Wakakusa Monogatari,7.47,3803.0,Nippon Animation,TV,Drama/Historical/Slice of Life,Old
1666,Akazukin Chacha,7.47,8487.0,Studio Gallop,TV,Adventure/Comedy/Fantasy/Magic/Romance/Shoujo,Old
1670,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.47,49257.0,Sunrise,Movie,Action/Mecha/Military,New
1671,Date A Live II,7.47,232431.0,Production IMS,TV,Comedy/Harem/Mecha/Romance/School/Sci-Fi,New
1673,Doraemon Movie 05: Nobita no Makai Daibouken,7.47,1570.0,add some,Movie,Fantasy,Old
1676,Fate/Apocrypha,7.47,107912.0,A-1 Pictures,TV,Action/Historical/Supernatural/Drama/Magic/Fantasy,New
1678,Free! Movie 1: Timeless Medley - Kizuna,7.47,15266.0,Kyoto Animation,Movie,Sports/School,New
1679,Fullmetal Alchemist: The Sacred Star of Milos,7.47,100481.0,Bones,Movie,Action/Adventure/Fantasy/Magic/Comedy/Military/Drama/Shounen,New
1680,Gangsta.,7.47,254345.0,Manglobe,TV,Action/Drama/Seinen,New
1682,Handa-kun,7.47,97849.0,Diomedea,TV,Slice of Life/Comedy/Shounen,New
1683,Himouto! Umaru-chan,7.47,218831.0,Doga Kobo,TV,Comedy/School/Seinen/Slice of Life,New
1684,Honoo no Toukyuuji: Dodge Danpei,7.47,2565.0,add some,TV,Comedy/Sports,Old
1685,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.47,8109.0,OLM,Movie,Shounen/Sports/Super Power,New
1686,Kaze no Stigma,7.47,240815.0,Gonzo,TV,Action/Magic/Romance/Fantasy/Shounen,New
1687,Lupin III: Kutabare! Nostradamus,7.47,5005.0,add some,Movie,Action/Adventure/Comedy/Shounen,Classic
1688,Lupin III: Part III,7.47,8095.0,Tokyo Movie Shinsha,TV,Action/Adventure/Comedy/Shounen,Old
1693,Pokemon XY,7.47,39678.0,OLM,TV,Action/Adventure/Comedy/Fantasy/Kids,New
1694,Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.47,1897.0,Toei Animation,Movie,Kids/Magic/Shoujo,New
1697,Sakigake!! Otokojuku,7.47,5632.0,Toei Animation,TV,Action/Comedy/Martial Arts/School/Shounen,Old
1698,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.47,116982.0,TROYCA,TV,Mystery,New
1699,Senyuu.,7.47,70813.0,Ordet,TV,Action/Comedy/Parody/Fantasy/Shounen,New
1703,Tibet Inu Monogatari,7.47,3102.0,Madhouse,Movie,Adventure,New
1705,Uchuu no Stellvia,7.47,16589.0,Xebec,TV,Action/Romance/Sci-Fi/Space,Classic
1708,Zoids,7.47,30485.0,Xebec,TV,Action/Adventure/Comedy/Mecha/Sci-Fi,Classic
1709,Acchi Kocchi,7.46,4344.0,add some,Movie,Dementia,Old
1710,Aikatsu! Movie,7.46,3563.0,Sunrise,Movie,Slice of Life/Music/School/Shoujo,New
1711,Ajin Part 2: Shoutotsu,7.46,13966.0,Polygon Pictures,Movie,Action/Mystery/Horror/Supernatural/Seinen,New
1712,Appleseed Saga Ex Machina,7.46,30034.0,Digital Frontier,Movie,Action/Mecha/Military/Sci-Fi,New
1713,Ashita no Joe 2 (Movie),7.46,1678.0,Tokyo Movie Shinsha,Movie,Drama/Sports,Old
1715,Doraemon,7.46,10290.0,add some,TV,Adventure/Comedy/Fantasy/Kids/Shounen,Old
1716,Doraemon Movie 07: Nobita to Tetsujin Heidan,7.46,1606.0,add some,Movie,Adventure/Comedy/Fantasy/Kids/Shounen,Old
1717,Dragon Ball Z Movie 15: Fukkatsu no F,7.46,53876.0,Toei Animation,Movie,Action/Adventure/Comedy/Fantasy/Martial Arts/Shounen/Super Power,New
1718,Futatsu no Spica,7.46,6477.0,Group TAC,TV,Sci-Fi/Supernatural/Drama/School,Classic
1719,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.46,7078.0,Studio Pierrot,Movie,Adventure/Shounen/Supernatural,Classic
1720,Ginban Kaleidoscope,7.46,32984.0,Karaku,TV,Sports/Supernatural/Drama/Romance,Classic
1721,Grappler Baki: Saidai Tournament-hen,7.46,15658.0,Group TAC,TV,Action/Sports/Martial Arts/Shounen,Classic
1722,Harmonie,7.46,34252.0,Studio Rikka,Movie,Supernatural/School/Drama,New
1725,Kowarekake no Orgel (Movie),7.46,10863.0,add some,Movie,Sci-Fi/Music/Slice of Life/Drama,New
1727,Love Lab,7.46,94926.0,Doga Kobo,TV,Comedy/Romance/School,New
1729,Maison Ikkoku: Kanketsu-hen,7.46,3520.0,add some,Movie,Comedy/Romance/Drama,Old
